id,location_clean,title_cat_ChatGPT,seniority_level_5,days_online_grouped,job_type,tech_stack
690,München,Data Scientist,Associate/Mid-Level,0-7,-,SAS
703,München,Business Intelligence (BI),Entry level,0-7,-,SAS
754,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,SAS
876,Düsseldorf,Data Scientist,Senior,N/A,-,SAS
905,Stuttgart,Data Scientist,Senior,0-7,-,SAS
923,Duisburg,Data Scientist,Senior,0-7,-,SAS
945,München,Data Analyst,Associate/Mid-Level,N/A,-,SAS
972,Köln,Data Scientist,Associate/Mid-Level,N/A,-,SAS
973,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,SAS
1033,Eschborn,Data Scientist,Associate/Mid-Level,N/A,-,SAS
1076,Köln,Data Consultant,Senior,N/A,-,SAS
1078,Düsseldorf,Data Consultant,Senior,N/A,-,SAS
1079,Frankfurt am Main,Data Consultant,Senior,N/A,-,SAS
1080,Stuttgart,Data Consultant,Senior,N/A,-,SAS
1081,Mannheim,Data Consultant,Senior,N/A,-,SAS
1082,Hamburg,Data Consultant,Senior,N/A,-,SAS
1083,Hannover,Data Consultant,Senior,N/A,-,SAS
1084,Nürnberg,Data Consultant,Senior,N/A,-,SAS
1085,Berlin,Data Consultant,Senior,N/A,-,SAS
1087,Leipzig,Data Consultant,Senior,N/A,-,SAS
1088,München,Data Consultant,Senior,N/A,-,SAS
1188,München,Data Scientist,Senior,N/A,-,SAS
1212,Regensburg,Data Scientist,Senior,N/A,-,SAS
1256,München,Data Scientist,Senior,N/A,-,SAS
1370,Frankfurt am Main,Other,Senior,15-21,-,SAS
1400,Hannover,Other,Associate/Mid-Level,15-21,-,SAS
1453,Schweinfurt,Other,Associate/Mid-Level,0-7,-,SAS
1458,Lüneburg,Other,Associate/Mid-Level,0-7,-,SAS
1463,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,SAS
1475,Frankfurt am Main,Other,Entry level,0-7,-,SAS
1515,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,8-14,-,SAS
1525,Kornwestheim,Data Analyst,Associate/Mid-Level,8-14,-,SAS
1551,Berlin,AI/ML Specialist,Associate/Mid-Level,22-28,-,SAS
26,Berlin,Data Scientist,Associate/Mid-Level,29+,-,Excel
35,Deutschland,AI/ML Specialist,Entry level,15-21,-,Excel
41,Eschborn,AI/ML Specialist,Entry level,0-7,-,Excel
69,München,Data Scientist,Associate/Mid-Level,0-7,-,Excel
73,Hamburg,Other,Associate/Mid-Level,0-7,-,Excel
103,Berlin,Other,Associate/Mid-Level,8-14,-,Excel
114,Berlin,Data Analyst,Senior,0-7,-,Excel
123,Ottobrunn,Data Scientist,Entry level,29+,-,Excel
131,Berlin,Data Analyst,Entry level,15-21,-,Excel
138,Deutschland,Data Scientist,Senior,0-7,-,Excel
144,Essen,Data Scientist,Associate/Mid-Level,29+,-,Excel
172,Berlin,Other,Entry level,29+,-,Excel
173,Deutschland,Data Analyst,Entry level,15-21,-,Excel
176,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,Excel
178,München,Other,Associate/Mid-Level,29+,-,Excel
196,Berlin,Other,Associate/Mid-Level,29+,-,Excel
214,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,Excel
219,Deutschland,Other,Associate/Mid-Level,15-21,-,Excel
223,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,Excel
238,Deutschland,Other,Senior,29+,-,Excel
272,München,Other,Entry level,8-14,-,Excel
281,Berlin,Data Scientist,Senior,29+,-,Excel
282,Dortmund,Data Analyst,Associate/Mid-Level,15-21,-,Excel
283,Deutschland,Data Analyst,Senior,29+,-,Excel
285,Hamburg,Data Scientist,Associate/Mid-Level,22-28,-,Excel
291,Frankfurt am Main,Other,Associate/Mid-Level,29+,-,Excel
292,Leipzig,Data Scientist,Senior,15-21,-,Excel
295,Berlin,Other,Associate/Mid-Level,29+,-,Excel
338,Frankfurt am Main,Data Analyst,Associate/Mid-Level,8-14,-,Excel
350,München,Other,Entry level,0-7,-,Excel
354,Berlin,Other,Entry level,0-7,-,Excel
359,Hamburg,Other,Associate/Mid-Level,0-7,-,Excel
368,München,Machine Learning Engineer,Entry level,0-7,-,Excel
377,Deutschland,Other,Associate/Mid-Level,15-21,-,Excel
378,Köln,Other,Entry level,29+,-,Excel
385,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,Excel
399,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,Excel
425,Dortmund,Data Analyst,Associate/Mid-Level,15-21,-,Excel
426,Weinheim,Research Scientist,Associate/Mid-Level,0-7,-,Excel
433,Berlin,Data Scientist,Senior,8-14,-,Excel
446,Frankfurt am Main,Other,Associate/Mid-Level,0-7,-,Excel
447,München,Other,Entry level,29+,-,Excel
459,Stuttgart,Other,Associate/Mid-Level,15-21,-,Excel
461,Deutschland,AI/ML Specialist,Entry level,8-14,-,Excel
471,Mannheim,Other,Entry level,0-7,-,Excel
488,Karlsruhe,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Excel
491,München,Data Scientist,Entry level,0-7,-,Excel
492,Berlin,Data Scientist,Senior,29+,-,Excel
496,Hamburg,Other,Entry level,15-21,-,Excel
503,München,Business Intelligence (BI),Entry level,22-28,-,Excel
522,Hamburg,Data Analyst,Associate/Mid-Level,29+,-,Excel
524,Aachen,Other,Entry level,29+,-,Excel
528,Berlin,Other,Entry level,8-14,-,Excel
559,Deutschland,Data Engineer,Associate/Mid-Level,0-7,-,Excel
573,München,Other,Entry level,8-14,-,Excel
591,München,Other,Entry level,8-14,-,Excel
613,München,Other,Entry level,15-21,-,Excel
639,Grünheide,Other,Associate/Mid-Level,0-7,-,Excel
658,Hannover,Other,Entry level,8-14,-,Excel
660,Köln,Business Intelligence (BI),Associate/Mid-Level,15-21,-,Excel
696,Schwalbach,Other,Entry level,29+,-,Excel
720,Berlin,Other,Entry level,29+,-,Excel
721,Berlin,Business Intelligence (BI),Entry level,8-14,-,Excel
722,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,Excel
764,Frankfurt am Main,Other,Entry level,15-21,-,Excel
771,Buch,Other,Associate/Mid-Level,0-7,-,Excel
787,Würzburg,Data Analyst,Associate/Mid-Level,0-7,-,Excel
792,Ulm,Data Scientist,Associate/Mid-Level,22-28,-,Excel
801,Neuherberg,Data Scientist,Associate/Mid-Level,N/A,-,Excel
802,Norderstedt,Other,Entry level,N/A,-,Excel
818,Dresden,Data Scientist,Entry level,N/A,-,Excel
833,Berlin,Data Scientist,Senior,N/A,-,Excel
855,München,Data Analyst,Entry level,N/A,-,Excel
873,Hannover,Data Scientist,Senior,N/A,-,Excel
906,München,Data Scientist,Associate/Mid-Level,N/A,-,Excel
910,München,Research Scientist,Associate/Mid-Level,N/A,-,Excel
929,Oberschleißheim,Other,Associate/Mid-Level,N/A,-,Excel
934,Harsewinkel,Data Scientist,Entry level,N/A,-,Excel
945,München,Data Analyst,Associate/Mid-Level,N/A,-,Excel
964,Würzburg,Data Scientist,Senior,N/A,-,Excel
972,Köln,Data Scientist,Associate/Mid-Level,N/A,-,Excel
981,Planegg,Research Scientist,Associate/Mid-Level,N/A,-,Excel
995,München,Data Scientist,Senior,N/A,-,Excel
1002,Frankfurt am Main,Data Scientist,Senior,N/A,-,Excel
1005,Berlin,Data Scientist,Senior,N/A,-,Excel
1011,Berlin,Other,Senior,N/A,-,Excel
1012,Essen,Data Scientist,Senior,N/A,-,Excel
1022,Berlin,Other,Director,N/A,-,Excel
1024,Berlin,Other,Senior,N/A,-,Excel
1029,Hamburg,Data Scientist,Senior,N/A,-,Excel
1030,Darmstadt,Research Scientist,Associate/Mid-Level,N/A,-,Excel
1038,Hamburg,Research Scientist,Entry level,N/A,-,Excel
1095,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,Excel
1107,Nürnberg,Data Scientist,Associate/Mid-Level,N/A,-,Excel
1111,Dortmund,Data Scientist,Associate/Mid-Level,8-14,-,Excel
1191,Hamburg,Data Analyst,Senior,N/A,-,Excel
1205,Berlin,Data Scientist,Senior,N/A,-,Excel
1250,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,Excel
1307,München,Data Scientist,Entry level,0-7,-,Excel
1332,Remscheid,Data Scientist,Associate/Mid-Level,0-7,-,Excel
1335,Deutschland,Data Scientist,Associate/Mid-Level,0-7,-,Excel
1374,München,Other,Associate/Mid-Level,0-7,-,Excel
1378,München,Other,Entry level,0-7,-,Excel
1380,Bonn,Other,Associate/Mid-Level,0-7,-,Excel
1393,Mülheim an der Ruhr,Data Analyst,Senior,8-14,-,Excel
1400,Hannover,Other,Associate/Mid-Level,15-21,-,Excel
1407,Aachen,Other,Associate/Mid-Level,8-14,-,Excel
1410,Bielefeld,AI Engineer,Associate/Mid-Level,0-7,-,Excel
1415,Augsburg,Business Intelligence (BI),Entry level,0-7,-,Excel
1417,Augsburg,Other,Entry level,0-7,-,Excel
1418,München,Business Intelligence (BI),Entry level,0-7,-,Excel
1419,München,Other,Entry level,0-7,-,Excel
1424,Augsburg,Other,Entry level,8-14,-,Excel
1430,Augsburg,Other,Entry level,15-21,-,Excel
1434,Berlin,Other,Entry level,8-14,-,Excel
1436,Augsburg,Other,Entry level,22-28,-,Excel
1437,Augsburg,Other,Entry level,0-7,-,Excel
1438,Augsburg,Other,Entry level,0-7,-,Excel
1440,Augsburg,Other,Entry level,29+,-,Excel
1441,Augsburg,Other,Entry level,15-21,-,Excel
1442,Augsburg,Other,Entry level,15-21,-,Excel
1443,Augsburg,Other,Entry level,0-7,-,Excel
1453,Schweinfurt,Other,Associate/Mid-Level,0-7,-,Excel
1456,Sindelfingen,Data Scientist,Associate/Mid-Level,0-7,-,Excel
1472,Frankfurt am Main,Other,Associate/Mid-Level,0-7,-,Excel
1484,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Excel
1486,Deutschland,Other,Associate/Mid-Level,0-7,-,Excel
1490,München,Other,Associate/Mid-Level,8-14,-,Excel
1494,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,Excel
1510,Hamburg,Other,Associate/Mid-Level,0-7,-,Excel
1511,Langenhagen,Other,Associate/Mid-Level,8-14,-,Excel
1514,Berlin,Data Consultant,Associate/Mid-Level,8-14,-,Excel
1518,Deutschland,Other,Associate/Mid-Level,8-14,-,Excel
1526,Gladbeck,Other,Associate/Mid-Level,15-21,-,Excel
1528,Kiel,Data Analyst,Entry level,8-14,-,Excel
1537,Bremen,Other,Associate/Mid-Level,8-14,-,Excel
1539,Bremen,Data Analyst,Entry level,15-21,-,Excel
1562,Deutschland,Other,Associate/Mid-Level,0-7,-,Excel
1563,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Excel
1569,München,Data Engineer,Senior,8-14,-,Excel
1585,Jena,Other,Associate/Mid-Level,15-21,-,Excel
1598,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,Excel
1600,Bonn,Business Intelligence (BI),Associate/Mid-Level,8-14,-,Excel
1604,Mannheim,Other,Associate/Mid-Level,8-14,-,Excel
1606,Hannover,Other,Associate/Mid-Level,8-14,-,Excel
1621,München,Other,Associate/Mid-Level,0-7,-,Excel
59,Hamburg,Research Scientist,Associate/Mid-Level,15-21,-,Excel
191,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,Excel
1,Berlin,Data Scientist,Entry level,8-14,-,AWS
8,Tübingen,Data Scientist,Associate/Mid-Level,8-14,-,AWS
15,München,Data Scientist,Associate/Mid-Level,15-21,-,AWS
17,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,AWS
18,München,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
30,Frankfurt am Main,Machine Learning Engineer,Associate/Mid-Level,22-28,-,AWS
34,Hessen,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
37,Heilbronn,Machine Learning Engineer,Associate/Mid-Level,29+,-,AWS
43,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,AWS
49,München,Data Scientist,Entry level,0-7,-,AWS
51,München,AI/ML Specialist,Entry level,8-14,-,AWS
52,Potsdam,AI Engineer,Associate/Mid-Level,22-28,-,AWS
55,Berlin,Data Scientist,Senior,0-7,-,AWS
60,Berlin,Machine Learning Engineer,Associate/Mid-Level,8-14,-,AWS
63,Hamburg,Other,Associate/Mid-Level,15-21,-,AWS
66,Deutschland,AI/ML Specialist,Director,22-28,-,AWS
70,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,AWS
73,Hamburg,Other,Associate/Mid-Level,0-7,-,AWS
80,München,Data Scientist,Associate/Mid-Level,0-7,-,AWS
84,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,AWS
85,Nordrhein-Westfalen,Data Scientist,Director,15-21,-,AWS
89,Berlin,AI/ML Specialist,Director,22-28,-,AWS
96,Leipzig,Machine Learning Engineer,Entry level,0-7,-,AWS
101,Frankfurt am Main,Other,Director,0-7,-,AWS
104,Deutschland,Data Scientist,Associate/Mid-Level,22-28,-,AWS
105,Berlin,AI Engineer,Associate/Mid-Level,15-21,-,AWS
113,München,Data Scientist,Associate/Mid-Level,29+,-,AWS
116,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,AWS
124,Baden-Württemberg,Other,Associate/Mid-Level,0-7,-,AWS
143,München,Data Scientist,Associate/Mid-Level,8-14,-,AWS
145,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,AWS
150,Darmstadt,AI/ML Specialist,Entry level,15-21,-,AWS
155,Berlin,Data Scientist,Director,8-14,-,AWS
157,Berlin,Data Scientist,Senior,0-7,-,AWS
169,München,AI/ML Specialist,Associate/Mid-Level,0-7,-,AWS
170,Dorsten,Data Scientist,Associate/Mid-Level,0-7,-,AWS
181,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,AWS
185,Berlin,Other,Associate/Mid-Level,15-21,-,AWS
187,Berlin,Other,Associate/Mid-Level,0-7,-,AWS
188,Coburg,Machine Learning Engineer,Senior,0-7,-,AWS
194,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,AWS
204,Hannover,Other,Associate/Mid-Level,15-21,-,AWS
206,Deutschland,Machine Learning Engineer,Associate/Mid-Level,29+,-,AWS
218,Berlin,Business Intelligence (BI),Associate/Mid-Level,29+,-,AWS
223,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,AWS
226,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,AWS
227,Hamburg,Data Scientist,Entry level,29+,-,AWS
232,Köln,Data Engineer,Associate/Mid-Level,29+,-,AWS
233,Deutschland,AI/ML Specialist,Director,8-14,-,AWS
238,Deutschland,Other,Senior,29+,-,AWS
239,Köln,AI/ML Specialist,Associate/Mid-Level,22-28,-,AWS
248,München,Data Scientist,Entry level,0-7,-,AWS
262,Düsseldorf,Data Scientist,Associate/Mid-Level,8-14,-,AWS
265,München,Data Scientist,Senior,29+,-,AWS
269,Berlin,Data Scientist,Director,8-14,-,AWS
271,Berlin,Data Engineer,Associate/Mid-Level,0-7,-,AWS
273,Frankfurt am Main,Data Consultant,Entry level,8-14,-,AWS
277,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,AWS
279,Berlin,Data Scientist,Director,0-7,-,AWS
283,Deutschland,Data Analyst,Senior,29+,-,AWS
287,Berlin,Machine Learning Engineer,Associate/Mid-Level,22-28,-,AWS
289,Deutschland,Machine Learning Engineer,Senior,22-28,-,AWS
290,Berlin,Data Scientist,Director,29+,-,AWS
292,Leipzig,Data Scientist,Senior,15-21,-,AWS
295,Berlin,Other,Associate/Mid-Level,29+,-,AWS
303,Frankfurt am Main,Data Scientist,Senior,15-21,-,AWS
313,Deutschland,Research Scientist,Associate/Mid-Level,29+,-,AWS
314,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,AWS
318,Berlin,AI/ML Specialist,Senior,0-7,-,AWS
322,München,Data Scientist,Entry level,0-7,-,AWS
327,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,AWS
330,Berlin,Business Intelligence (BI),Entry level,15-21,-,AWS
331,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,AWS
341,München,Data Scientist,Senior,29+,-,AWS
353,Düsseldorf,Data Engineer,Associate/Mid-Level,0-7,-,AWS
356,Heidelberg,Data Analyst,Associate/Mid-Level,29+,-,AWS
358,Frankfurt am Main,Other,Entry level,0-7,-,AWS
361,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,AWS
362,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,AWS
363,München,Data Scientist,Entry level,8-14,-,AWS
373,Berlin,Machine Learning Engineer,Director,0-7,-,AWS
376,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,AWS
382,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,AWS
390,Frankfurt am Main,Other,Associate/Mid-Level,22-28,-,AWS
391,Bremen,Data Scientist,Associate/Mid-Level,8-14,-,AWS
392,München,Data Analyst,Associate/Mid-Level,0-7,-,AWS
400,Berlin,Machine Learning Engineer,Senior,0-7,-,AWS
402,Frankfurt am Main,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
414,Berlin,Other,Associate/Mid-Level,29+,-,AWS
416,Köln,Machine Learning Engineer,Associate/Mid-Level,15-21,-,AWS
417,Stuttgart,Machine Learning Engineer,Senior,0-7,-,AWS
419,Deutschland,Data Scientist,Senior,0-7,-,AWS
427,Hamburg,AI Engineer,Associate/Mid-Level,15-21,-,AWS
429,Hamburg,Data Consultant,Associate/Mid-Level,29+,-,AWS
431,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,AWS
437,Hannover,Data Scientist,Associate/Mid-Level,8-14,-,AWS
442,Hamburg,AI Engineer,Senior,8-14,-,AWS
449,Potsdam,Data Engineer,Senior,0-7,-,AWS
450,Berlin,Machine Learning Engineer,Senior,29+,-,AWS
454,München,Data Scientist,Director,29+,-,AWS
455,München,Data Scientist,Entry level,8-14,-,AWS
456,Deutschland,Other,Associate/Mid-Level,29+,-,AWS
457,Köln,Data Engineer,Associate/Mid-Level,0-7,-,AWS
466,Hamburg,Data Scientist,Senior,29+,-,AWS
475,Nordrhein-Westfalen,AI Engineer,Associate/Mid-Level,8-14,-,AWS
479,Hamburg,Data Engineer,Associate/Mid-Level,0-7,-,AWS
498,München,Other,Associate/Mid-Level,8-14,-,AWS
504,Deutschland,Other,Associate/Mid-Level,15-21,-,AWS
509,Kassel,Data Scientist,Entry level,29+,-,AWS
512,Stuttgart,Data Engineer,Associate/Mid-Level,0-7,-,AWS
516,Frankfurt am Main,AI/ML Specialist,Associate/Mid-Level,15-21,-,AWS
518,Deutschland,Data Scientist,Senior,0-7,-,AWS
519,München,Data Scientist,Senior,0-7,-,AWS
520,Ulm,Data Scientist,Associate/Mid-Level,29+,-,AWS
527,Köln,Data Engineer,Entry level,8-14,-,AWS
532,München,Other,Associate/Mid-Level,8-14,-,AWS
534,München,Data Engineer,Associate/Mid-Level,15-21,-,AWS
539,Köln,Research Scientist,Associate/Mid-Level,0-7,-,AWS
543,Frankfurt am Main,Data Scientist,Entry level,0-7,-,AWS
551,Heilbronn,Machine Learning Engineer,Senior,29+,-,AWS
556,Berlin,Data Scientist,Associate/Mid-Level,29+,-,AWS
559,Deutschland,Data Engineer,Associate/Mid-Level,0-7,-,AWS
564,Hannover,Business Intelligence (BI),Associate/Mid-Level,0-7,-,AWS
570,Deutschland,Machine Learning Engineer,Director,0-7,-,AWS
575,Köln,Data Engineer,Entry level,0-7,-,AWS
585,München,Data Scientist,Associate/Mid-Level,29+,-,AWS
601,Berlin,Other,Senior,8-14,-,AWS
608,Stuttgart,Data Engineer,Entry level,22-28,-,AWS
614,Garching,Data Scientist,Senior,29+,-,AWS
624,Oldenburg,Data Engineer,Entry level,29+,-,AWS
626,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
627,München,Data Scientist,Associate/Mid-Level,15-21,-,AWS
650,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,AWS
653,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
657,Deutschland,Other,Associate/Mid-Level,29+,-,AWS
659,Frankfurt am Main,Data Scientist,Associate/Mid-Level,29+,-,AWS
662,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,AWS
664,Frankfurt am Main,Data Scientist,Associate/Mid-Level,15-21,-,AWS
665,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,AWS
667,Frankfurt am Main,Other,Associate/Mid-Level,0-7,-,AWS
673,München,Data Engineer,Associate/Mid-Level,29+,-,AWS
674,Berlin,AI Engineer,Director,15-21,-,AWS
681,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,AWS
683,Sankt Augustin,Data Scientist,Associate/Mid-Level,0-7,-,AWS
685,Hannover,Business Intelligence (BI),Entry level,29+,-,AWS
686,München,Data Scientist,Senior,29+,-,AWS
687,Freiburg,Data Scientist,Associate/Mid-Level,29+,-,AWS
689,Nürnberg,Data Scientist,Associate/Mid-Level,29+,-,AWS
691,Berlin,Data Scientist,Senior,29+,-,AWS
698,Berlin,Other,Entry level,15-21,-,AWS
700,Berlin,Data Scientist,Senior,15-21,-,AWS
701,Berlin,Data Engineer,Associate/Mid-Level,0-7,-,AWS
706,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,AWS
707,Köln,Data Scientist,Associate/Mid-Level,29+,-,AWS
721,Berlin,Business Intelligence (BI),Entry level,8-14,-,AWS
728,Deutschland,Data Scientist,Associate/Mid-Level,8-14,-,AWS
731,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,AWS
733,Berlin,Other,Senior,22-28,-,AWS
739,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,AWS
741,Frankfurt am Main,Data Engineer,Associate/Mid-Level,29+,-,AWS
744,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,AWS
750,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,-,AWS
755,Stuttgart,Data Scientist,Associate/Mid-Level,29+,-,AWS
756,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
757,Berlin,Other,Director,8-14,-,AWS
759,Berlin,Data Engineer,Associate/Mid-Level,8-14,-,AWS
760,Würzburg,AI Engineer,Associate/Mid-Level,29+,-,AWS
762,Berlin,AI Engineer,Senior,8-14,-,AWS
763,Stuttgart,Data Engineer,Entry level,0-7,-,AWS
765,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,AWS
767,Köln,Data Engineer,Entry level,0-7,-,AWS
782,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
784,Ulm,Data Engineer,Entry level,0-7,-,AWS
787,Würzburg,Data Analyst,Associate/Mid-Level,0-7,-,AWS
803,Gotha,Data Scientist,Associate/Mid-Level,N/A,-,AWS
806,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,AWS
831,Starnberg,Data Scientist,Associate/Mid-Level,N/A,-,AWS
870,Köln,Data Scientist,Associate/Mid-Level,N/A,-,AWS
873,Hannover,Data Scientist,Senior,N/A,-,AWS
887,Gütersloh,Data Scientist,Senior,8-14,-,AWS
890,Hamburg,Data Scientist,Senior,N/A,-,AWS
893,Frankfurt am Main,Data Scientist,Entry level,N/A,-,AWS
896,München,Data Scientist,Associate/Mid-Level,N/A,-,AWS
898,Frankfurt am Main,Data Scientist,Senior,N/A,-,AWS
902,Stephanskirchen,Data Engineer,Associate/Mid-Level,N/A,-,AWS
903,Gütersloh,Data Scientist,Senior,8-14,-,AWS
909,Deutschland,Data Scientist,Senior,N/A,-,AWS
912,Hamburg,Data Scientist,Senior,N/A,-,AWS
922,Hannover,Data Scientist,Associate/Mid-Level,N/A,-,AWS
932,Hamburg,Data Scientist,Director,N/A,-,AWS
938,Köln,Data Scientist,Associate/Mid-Level,N/A,-,AWS
942,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,AWS
944,Köln,Data Analyst,Associate/Mid-Level,N/A,-,AWS
945,München,Data Analyst,Associate/Mid-Level,N/A,-,AWS
946,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,AWS
947,München,Data Scientist,Entry level,N/A,-,AWS
954,Kirchentellinsfurt,Other,Associate/Mid-Level,N/A,-,AWS
956,Lübeck,Data Engineer,Associate/Mid-Level,N/A,-,AWS
964,Würzburg,Data Scientist,Senior,N/A,-,AWS
995,München,Data Scientist,Senior,N/A,-,AWS
1002,Frankfurt am Main,Data Scientist,Senior,N/A,-,AWS
1005,Berlin,Data Scientist,Senior,N/A,-,AWS
1007,Hamburg,Data Scientist,Senior,N/A,-,AWS
1012,Essen,Data Scientist,Senior,N/A,-,AWS
1029,Hamburg,Data Scientist,Senior,N/A,-,AWS
1037,Berlin,Other,Director,N/A,-,AWS
1040,Coesfeld,Data Scientist,Senior,N/A,-,AWS
1048,Berlin,AI Engineer,Associate/Mid-Level,N/A,-,AWS
1067,Berlin,Other,Associate/Mid-Level,N/A,-,AWS
1071,Frankfurt am Main,Machine Learning Engineer,Senior,N/A,-,AWS
1074,Bonn,Machine Learning Engineer,Senior,N/A,-,AWS
1075,Berlin,Machine Learning Engineer,Senior,N/A,-,AWS
1086,Köln,Data Scientist,Entry level,N/A,-,AWS
1094,Sankt Augustin,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1096,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1101,Berlin,Data Scientist,Senior,N/A,-,AWS
1108,Berlin,Data Scientist,Senior,N/A,-,AWS
1119,Frankfurt am Main,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1127,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1145,Berlin,Data Scientist,Associate/Mid-Level,22-28,-,AWS
1148,München,Data Scientist,Senior,N/A,-,AWS
1157,Mannheim,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1175,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1177,Frankfurt am Main,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1192,Berlin,Data Scientist,Senior,N/A,-,AWS
1195,Deutschland,Data Scientist,Senior,N/A,-,AWS
1201,Berlin,Data Scientist,Director,N/A,-,AWS
1206,München,Other,Senior,N/A,-,AWS
1215,München,Data Scientist,Senior,8-14,-,AWS
1222,München,Data Engineer,Senior,8-14,-,AWS
1240,Rosenheim,Data Scientist,Associate/Mid-Level,N/A,-,AWS
1241,Berlin,Machine Learning Engineer,Associate/Mid-Level,N/A,-,AWS
1255,Berlin,Data Scientist,Director,N/A,-,AWS
1293,Deutschland,Data Scientist,Associate/Mid-Level,8-14,-,AWS
1323,Coesfeld-Lette,Data Scientist,Senior,8-14,-,AWS
1329,Berlin,Data Scientist,Senior,15-21,-,AWS
1334,Frankfurt am Main,Data Scientist,Senior,0-7,-,AWS
1340,Frankfurt,Data Scientist,Senior,0-7,-,AWS
1343,Ettlingen,Data Scientist,Associate/Mid-Level,8-14,-,AWS
1346,Düsseldorf,Other,Entry level,0-7,-,AWS
1351,Berlin,Other,Associate/Mid-Level,0-7,-,AWS
1353,Stuttgart,Other,Associate/Mid-Level,15-21,-,AWS
1364,Ahrensburg,Other,Associate/Mid-Level,8-14,-,AWS
1367,Karlsruhe,Other,Associate/Mid-Level,15-21,-,AWS
1369,Berlin,Machine Learning Engineer,Entry level,8-14,-,AWS
1373,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,AWS
1377,Hannover,AI Engineer,Associate/Mid-Level,0-7,-,AWS
1381,Berlin,Other,Entry level,8-14,-,AWS
1383,Berlin,Machine Learning Engineer,Senior,0-7,-,AWS
1386,München,Data Scientist,Senior,0-7,-,AWS
1391,Frankfurt,Data Scientist,Senior,8-14,-,AWS
1395,Hamburg,Data Analyst,Senior,0-7,-,AWS
